vector_count,dimensions,m,ef_construction,ef_search,k,recall_at_k,avg_returned,query_p50_ms,query_p95_ms,query_p99_ms,query_mean_ms,num_queries,build_time_ms,insert_throughput_per_sec,memory_delta_bytes,memory_delta_mb,max_graph_level,num_levels,data_distribution,distance_comps_per_query,peak_rss_mb
100000,64,8,200,32,500,0.480314,500.000,0.456708,0.502877,0.531195,0.460433,1000,14003.816,7140.91,-1933312,-1.844,5,6,random,-1.00,196.66
100000,64,8,200,64,10,0.222300,10.000,0.068292,0.088802,0.104125,0.070391,1000,14003.816,7140.91,-1933312,-1.844,5,6,random,-1.00,196.66
100000,64,8,200,64,50,0.176240,50.000,0.067750,0.085042,0.094169,0.069018,1000,14003.816,7140.91,-1933312,-1.844,5,6,random,-1.00,196.66
100000,64,8,200,64,200,0.315855,200.000,0.191458,0.219066,0.233434,0.193371,1000,14003.816,7140.91,-1933312,-1.844,5,6,random,-1.00,196.66
100000,64,8,200,64,500,0.480314,500.000,0.453834,0.498376,0.557509,0.456993,1000,14003.816,7140.91,-1933312,-1.844,5,6,random,-1.00,196.66
100000,64,8,200,128,10,0.360800,10.000,0.129583,0.154885,0.166834,0.131066,1000,14003.816,7140.91,-1933312,-1.844,5,6,random,-1.00,196.66
100000,64,8,200,128,50,0.294440,50.000,0.138125,0.169343,0.182009,0.139601,1000,14003.816,7140.91,-1933312,-1.844,5,6,random,-1.00,196.66
100000,64,8,200,128,200,0.315855,200.000,0.196333,0.237961,0.263244,0.200646,1000,14003.816,7140.91,-1933312,-1.844,5,6,random,-1.00,196.66
100000,64,8,200,128,500,0.480314,500.000,0.453021,0.500714,0.525794,0.457143,1000,14003.816,7140.91,-1933312,-1.844,5,6,random,-1.00,196.66
100000,64,8,200,256,10,0.542800,10.000,0.237167,0.274890,0.301189,0.240618,1000,14003.816,7140.91,-1933312,-1.844,5,6,random,-1.00,196.66
100000,64,8,200,256,50,0.454640,50.000,0.239312,0.274099,0.294419,0.242345,1000,14003.816,7140.91,-1933312,-1.844,5,6,random,-1.00,196.66
100000,64,8,200,256,200,0.371605,200.000,0.242688,0.283504,0.315754,0.246672,1000,14003.816,7140.91,-1933312,-1.844,5,6,random,-1.00,196.66
100000,64,8,200,256,500,0.480314,500.000,0.452979,0.501337,0.557660,0.457186,1000,14003.816,7140.91,-1933312,-1.844,5,6,random,-1.00,196.66
100000,64,16,200,16,10,0.184600,10.000,0.038042,0.054502,0.061335,0.039510,1000,21970.352,4551.59,491520,0.469,4,5,random,-1.00,197.25
100000,64,16,200,16,50,0.326340,50.000,0.097708,0.123000,0.135967,0.099593,1000,21970.352,4551.59,491520,0.469,4,5,random,-1.00,197.25
100000,64,16,200,16,200,0.585645,200.000,0.326250,0.370226,0.410711,0.330032,1000,21970.352,4551.59,491520,0.469,4,5,random,-1.00,197.25
100000,64,16,200,16,500,0.767134,500.000,0.776917,1.110077,1.379235,0.823648,1000,21970.352,4551.59,491520,0.469,4,5,random,-1.00,197.25
100000,64,16,200,32,10,0.312900,10.000,0.070021,0.094221,0.102916,0.071649,1000,21970.352,4551.59,491520,0.469,4,5,random,-1.00,197.25
100000,64,16,200,32,50,0.326340,50.000,0.100312,0.127883,0.148500,0.102598,1000,21970.352,4551.59,491520,0.469,4,5,random,-1.00,197.25
100000,64,16,200,32,200,0.585645,200.000,0.322688,0.347475,0.361091,0.323348,1000,21970.352,4551.59,491520,0.469,4,5,random,-1.00,197.25
100000,64,16,200,32,500,0.767134,500.000,0.762167,0.852592,0.960990,0.772106,1000,21970.352,4551.59,491520,0.469,4,5,random,-1.00,197.25
100000,64,16,200,64,10,0.473000,10.000,0.117208,0.139839,0.154711,0.118606,1000,21970.352,4551.59,491520,0.469,4,5,random,-1.00,197.25
100000,64,16,200,64,50,0.382240,50.000,0.119209,0.145208,0.161387,0.121173,1000,21970.352,4551.59,491520,0.469,4,5,random,-1.00,197.25
100000,64,16,200,64,200,0.585645,200.000,0.327812,0.367427,0.402918,0.330879,1000,21970.352,4551.59,491520,0.469,4,5,random,-1.00,197.25
100000,64,16,200,64,500,0.767134,500.000,0.751458,0.839044,0.923643,0.760418,1000,21970.352,4551.59,491520,0.469,4,5,random,-1.00,197.25
100000,64,16,200,128,10,0.666000,10.000,0.212791,0.236421,0.251545,0.213944,1000,21970.352,4551.59,491520,0.469,4,5,random,-1.00,197.25
100000,64,16,200,128,50,0.563660,50.000,0.215687,0.260929,0.283584,0.220300,1000,21970.352,4551.59,491520,0.469,4,5,random,-1.00,197.25
100000,64,16,200,128,200,0.585645,200.000,0.327583,0.357550,0.373632,0.329118,1000,21970.352,4551.59,491520,0.469,4,5,random,-1.00,197.25
100000,64,16,200,128,500,0.767134,500.000,0.754854,0.845750,0.937063,0.763374,1000,21970.352,4551.59,491520,0.469,4,5,random,-1.00,197.25
